row_index,pais,model,judge_label,judge_prompt_version,judge_run_id
146,honduras,GPT,alucinacion,v2_fixed_system_prompt,3
147,honduras,GPT,parcial,v2_fixed_system_prompt,3
148,honduras,GPT,correcta,v2_fixed_system_prompt,3
149,honduras,GPT,alucinacion,v2_fixed_system_prompt,3
150,mexico,GPT,parcial,v2_fixed_system_prompt,3
151,mexico,GPT,alucinacion,v2_fixed_system_prompt,3
152,mexico,GPT,parcial,v2_fixed_system_prompt,3
153,mexico,GPT,alucinacion,v2_fixed_system_prompt,3
154,mexico,GPT,parcial,v2_fixed_system_prompt,3
155,mexico,GPT,parcial,v2_fixed_system_prompt,3
156,mexico,GPT,parcial,v2_fixed_system_prompt,3
157,mexico,GPT,correcta,v2_fixed_system_prompt,3
158,mexico,GPT,parcial,v2_fixed_system_prompt,3
159,mexico,GPT,alucinacion,v2_fixed_system_prompt,3
160,mexico,GPT,correcta,v2_fixed_system_prompt,3
161,mexico,GPT,alucinacion,v2_fixed_system_prompt,3
162,mexico,GPT,correcta,v2_fixed_system_prompt,3
163,mexico,GPT,alucinacion,v2_fixed_system_prompt,3
164,mexico,GPT,alucinacion,v2_fixed_system_prompt,3
165,nicaragua,GPT,correcta,v2_fixed_system_prompt,3
166,nicaragua,GPT,parcial,v2_fixed_system_prompt,3
167,nicaragua,GPT,alucinacion,v2_fixed_system_prompt,3
168,nicaragua,GPT,alucinacion,v2_fixed_system_prompt,3
169,nicaragua,GPT,parcial,v2_fixed_system_prompt,3
170,nicaragua,GPT,parcial,v2_fixed_system_prompt,3
171,nicaragua,GPT,alucinacion,v2_fixed_system_prompt,3
172,nicaragua,GPT,correcta,v2_fixed_system_prompt,3
173,nicaragua,GPT,parcial,v2_fixed_system_prompt,3
174,nicaragua,GPT,alucinacion,v2_fixed_system_prompt,3
175,nicaragua,GPT,abstencion,v2_fixed_system_prompt,3
176,nicaragua,GPT,alucinacion,v2_fixed_system_prompt,3
177,nicaragua,GPT,parcial,v2_fixed_system_prompt,3
178,nicaragua,GPT,alucinacion,v2_fixed_system_prompt,3
179,nicaragua,GPT,parcial,v2_fixed_system_prompt,3
180,panama,GPT,parcial,v2_fixed_system_prompt,3
181,panama,GPT,parcial,v2_fixed_system_prompt,3
182,panama,GPT,parcial,v2_fixed_system_prompt,3
183,panama,GPT,alucinacion,v2_fixed_system_prompt,3
184,panama,GPT,correcta,v2_fixed_system_prompt,3
185,panama,GPT,alucinacion,v2_fixed_system_prompt,3
186,panama,GPT,alucinacion,v2_fixed_system_prompt,3
187,panama,GPT,alucinacion,v2_fixed_system_prompt,3
188,panama,GPT,parcial,v2_fixed_system_prompt,3
189,panama,GPT,parcial,v2_fixed_system_prompt,3
190,panama,GPT,alucinacion,v2_fixed_system_prompt,3
191,panama,GPT,parcial,v2_fixed_system_prompt,3
192,panama,GPT,alucinacion,v2_fixed_system_prompt,3
193,panama,GPT,correcta,v2_fixed_system_prompt,3
194,panama,GPT,parcial,v2_fixed_system_prompt,3
195,paraguay,GPT,parcial,v2_fixed_system_prompt,3
196,paraguay,GPT,correcta,v2_fixed_system_prompt,3
197,paraguay,GPT,correcta,v2_fixed_system_prompt,3
198,paraguay,GPT,alucinacion,v2_fixed_system_prompt,3
199,paraguay,GPT,parcial,v2_fixed_system_prompt,3
200,paraguay,GPT,parcial,v2_fixed_system_prompt,3
201,paraguay,GPT,correcta,v2_fixed_system_prompt,3
202,paraguay,GPT,parcial,v2_fixed_system_prompt,3
203,paraguay,GPT,correcta,v2_fixed_system_prompt,3
204,paraguay,GPT,alucinacion,v2_fixed_system_prompt,3
205,paraguay,GPT,correcta,v2_fixed_system_prompt,3
206,paraguay,GPT,alucinacion,v2_fixed_system_prompt,3
207,paraguay,GPT,parcial,v2_fixed_system_prompt,3
208,paraguay,GPT,correcta,v2_fixed_system_prompt,3
209,paraguay,GPT,alucinacion,v2_fixed_system_prompt,3
210,peru,GPT,parcial,v2_fixed_system_prompt,3
211,peru,GPT,parcial,v2_fixed_system_prompt,3
212,peru,GPT,parcial,v2_fixed_system_prompt,3
213,peru,GPT,parcial,v2_fixed_system_prompt,3
214,peru,GPT,correcta,v2_fixed_system_prompt,3
215,peru,GPT,alucinacion,v2_fixed_system_prompt,3
216,peru,GPT,parcial,v2_fixed_system_prompt,3
217,peru,GPT,parcial,v2_fixed_system_prompt,3
218,peru,GPT,parcial,v2_fixed_system_prompt,3
219,peru,GPT,parcial,v2_fixed_system_prompt,3
220,peru,GPT,correcta,v2_fixed_system_prompt,3
221,peru,GPT,alucinacion,v2_fixed_system_prompt,3
222,peru,GPT,correcta,v2_fixed_system_prompt,3
223,peru,GPT,parcial,v2_fixed_system_prompt,3
224,peru,GPT,parcial,v2_fixed_system_prompt,3
225,republica dominicana,GPT,correcta,v2_fixed_system_prompt,3
226,republica dominicana,GPT,correcta,v2_fixed_system_prompt,3
227,republica dominicana,GPT,alucinacion,v2_fixed_system_prompt,3
228,republica dominicana,GPT,parcial,v2_fixed_system_prompt,3
229,republica dominicana,GPT,correcta,v2_fixed_system_prompt,3
230,republica dominicana,GPT,correcta,v2_fixed_system_prompt,3
231,republica dominicana,GPT,alucinacion,v2_fixed_system_prompt,3
232,republica dominicana,GPT,parcial,v2_fixed_system_prompt,3
233,republica dominicana,GPT,parcial,v2_fixed_system_prompt,3
234,republica dominicana,GPT,parcial,v2_fixed_system_prompt,3
235,republica dominicana,GPT,parcial,v2_fixed_system_prompt,3
236,republica dominicana,GPT,parcial,v2_fixed_system_prompt,3
237,republica dominicana,GPT,correcta,v2_fixed_system_prompt,3
238,republica dominicana,GPT,parcial,v2_fixed_system_prompt,3
239,republica dominicana,GPT,parcial,v2_fixed_system_prompt,3
240,uruguay,GPT,parcial,v2_fixed_system_prompt,3
241,uruguay,GPT,alucinacion,v2_fixed_system_prompt,3
242,uruguay,GPT,correcta,v2_fixed_system_prompt,3
243,uruguay,GPT,parcial,v2_fixed_system_prompt,3
244,uruguay,GPT,parcial,v2_fixed_system_prompt,3
245,uruguay,GPT,correcta,v2_fixed_system_prompt,3
246,uruguay,GPT,parcial,v2_fixed_system_prompt,3
247,uruguay,GPT,correcta,v2_fixed_system_prompt,3
248,uruguay,GPT,alucinacion,v2_fixed_system_prompt,3
249,uruguay,GPT,alucinacion,v2_fixed_system_prompt,3
250,uruguay,GPT,alucinacion,v2_fixed_system_prompt,3
251,uruguay,GPT,parcial,v2_fixed_system_prompt,3
252,uruguay,GPT,parcial,v2_fixed_system_prompt,3
253,uruguay,GPT,alucinacion,v2_fixed_system_prompt,3
254,uruguay,GPT,alucinacion,v2_fixed_system_prompt,3
255,venezuela,GPT,correcta,v2_fixed_system_prompt,3
256,venezuela,GPT,correcta,v2_fixed_system_prompt,3
257,venezuela,GPT,parcial,v2_fixed_system_prompt,3
258,venezuela,GPT,alucinacion,v2_fixed_system_prompt,3
259,venezuela,GPT,parcial,v2_fixed_system_prompt,3
260,venezuela,GPT,alucinacion,v2_fixed_system_prompt,3
261,venezuela,GPT,alucinacion,v2_fixed_system_prompt,3
262,venezuela,GPT,parcial,v2_fixed_system_prompt,3
263,venezuela,GPT,correcta,v2_fixed_system_prompt,3
264,venezuela,GPT,alucinacion,v2_fixed_system_prompt,3
265,venezuela,GPT,alucinacion,v2_fixed_system_prompt,3
266,venezuela,GPT,alucinacion,v2_fixed_system_prompt,3
267,venezuela,GPT,alucinacion,v2_fixed_system_prompt,3
268,venezuela,GPT,abstencion,v2_fixed_system_prompt,3
269,venezuela,GPT,abstencion,v2_fixed_system_prompt,3
0,argentina,Claude,parcial,v2_fixed_system_prompt,3
1,argentina,Claude,abstencion,v2_fixed_system_prompt,3
2,argentina,Claude,alucinacion,v2_fixed_system_prompt,3
3,argentina,Claude,correcta,v2_fixed_system_prompt,3
4,argentina,Claude,correcta,v2_fixed_system_prompt,3
5,argentina,Claude,abstencion,v2_fixed_system_prompt,3
6,argentina,Claude,parcial,v2_fixed_system_prompt,3
7,argentina,Claude,correcta,v2_fixed_system_prompt,3
8,argentina,Claude,correcta,v2_fixed_system_prompt,3
9,argentina,Claude,abstencion,v2_fixed_system_prompt,3
10,argentina,Claude,correcta,v2_fixed_system_prompt,3
11,argentina,Claude,alucinacion,v2_fixed_system_prompt,3
12,argentina,Claude,abstencion,v2_fixed_system_prompt,3
13,argentina,Claude,alucinacion,v2_fixed_system_prompt,3
14,argentina,Claude,abstencion,v2_fixed_system_prompt,3
15,bolivia,Claude,parcial,v2_fixed_system_prompt,3
16,bolivia,Claude,correcta,v2_fixed_system_prompt,3
17,bolivia,Claude,correcta,v2_fixed_system_prompt,3
18,bolivia,Claude,parcial,v2_fixed_system_prompt,3
19,bolivia,Claude,correcta,v2_fixed_system_prompt,3
20,bolivia,Claude,abstencion,v2_fixed_system_prompt,3
21,bolivia,Claude,parcial,v2_fixed_system_prompt,3
22,bolivia,Claude,correcta,v2_fixed_system_prompt,3
23,bolivia,Claude,alucinacion,v2_fixed_system_prompt,3
24,bolivia,Claude,abstencion,v2_fixed_system_prompt,3
25,bolivia,Claude,abstencion,v2_fixed_system_prompt,3
26,bolivia,Claude,alucinacion,v2_fixed_system_prompt,3
27,bolivia,Claude,parcial,v2_fixed_system_prompt,3
28,bolivia,Claude,alucinacion,v2_fixed_system_prompt,3
29,bolivia,Claude,abstencion,v2_fixed_system_prompt,3
30,chile,Claude,parcial,v2_fixed_system_prompt,3
31,chile,Claude,parcial,v2_fixed_system_prompt,3
32,chile,Claude,correcta,v2_fixed_system_prompt,3
33,chile,Claude,parcial,v2_fixed_system_prompt,3
34,chile,Claude,parcial,v2_fixed_system_prompt,3
35,chile,Claude,abstencion,v2_fixed_system_prompt,3
36,chile,Claude,correcta,v2_fixed_system_prompt,3
37,chile,Claude,parcial,v2_fixed_system_prompt,3
38,chile,Claude,correcta,v2_fixed_system_prompt,3
39,chile,Claude,parcial,v2_fixed_system_prompt,3
40,chile,Claude,alucinacion,v2_fixed_system_prompt,3
41,chile,Claude,abstencion,v2_fixed_system_prompt,3
42,chile,Claude,parcial,v2_fixed_system_prompt,3
43,chile,Claude,abstencion,v2_fixed_system_prompt,3
44,chile,Claude,abstencion,v2_fixed_system_prompt,3
45,colombia,Claude,parcial,v2_fixed_system_prompt,3
46,colombia,Claude,parcial,v2_fixed_system_prompt,3
47,colombia,Claude,correcta,v2_fixed_system_prompt,3
48,colombia,Claude,parcial,v2_fixed_system_prompt,3
49,colombia,Claude,correcta,v2_fixed_system_prompt,3
50,colombia,Claude,alucinacion,v2_fixed_system_prompt,3
51,colombia,Claude,correcta,v2_fixed_system_prompt,3
52,colombia,Claude,correcta,v2_fixed_system_prompt,3
53,colombia,Claude,parcial,v2_fixed_system_prompt,3
54,colombia,Claude,alucinacion,v2_fixed_system_prompt,3
55,colombia,Claude,abstencion,v2_fixed_system_prompt,3
56,colombia,Claude,abstencion,v2_fixed_system_prompt,3
57,colombia,Claude,abstencion,v2_fixed_system_prompt,3
58,colombia,Claude,correcta,v2_fixed_system_prompt,3
59,colombia,Claude,alucinacion,v2_fixed_system_prompt,3
60,costa rica,Claude,parcial,v2_fixed_system_prompt,3
61,costa rica,Claude,correcta,v2_fixed_system_prompt,3
62,costa rica,Claude,correcta,v2_fixed_system_prompt,3
63,costa rica,Claude,correcta,v2_fixed_system_prompt,3
64,costa rica,Claude,alucinacion,v2_fixed_system_prompt,3
65,costa rica,Claude,alucinacion,v2_fixed_system_prompt,3
66,costa rica,Claude,parcial,v2_fixed_system_prompt,3
67,costa rica,Claude,correcta,v2_fixed_system_prompt,3
68,costa rica,Claude,parcial,v2_fixed_system_prompt,3
69,costa rica,Claude,correcta,v2_fixed_system_prompt,3
70,costa rica,Claude,correcta,v2_fixed_system_prompt,3
71,costa rica,Claude,alucinacion,v2_fixed_system_prompt,3
72,costa rica,Claude,alucinacion,v2_fixed_system_prompt,3
73,costa rica,Claude,parcial,v2_fixed_system_prompt,3
74,costa rica,Claude,abstencion,v2_fixed_system_prompt,3
75,cuba,Claude,alucinacion,v2_fixed_system_prompt,3
76,cuba,Claude,parcial,v2_fixed_system_prompt,3
77,cuba,Claude,parcial,v2_fixed_system_prompt,3
78,cuba,Claude,alucinacion,v2_fixed_system_prompt,3
79,cuba,Claude,correcta,v2_fixed_system_prompt,3
80,cuba,Claude,abstencion,v2_fixed_system_prompt,3
81,cuba,Claude,alucinacion,v2_fixed_system_prompt,3
82,cuba,Claude,correcta,v2_fixed_system_prompt,3
83,cuba,Claude,parcial,v2_fixed_system_prompt,3
84,cuba,Claude,correcta,v2_fixed_system_prompt,3
85,cuba,Claude,parcial,v2_fixed_system_prompt,3
86,cuba,Claude,alucinacion,v2_fixed_system_prompt,3
87,cuba,Claude,parcial,v2_fixed_system_prompt,3
88,cuba,Claude,parcial,v2_fixed_system_prompt,3
89,cuba,Claude,correcta,v2_fixed_system_prompt,3
90,ecuador,Claude,parcial,v2_fixed_system_prompt,3
91,ecuador,Claude,abstencion,v2_fixed_system_prompt,3
92,ecuador,Claude,parcial,v2_fixed_system_prompt,3
93,ecuador,Claude,parcial,v2_fixed_system_prompt,3
94,ecuador,Claude,correcta,v2_fixed_system_prompt,3
95,ecuador,Claude,parcial,v2_fixed_system_prompt,3
96,ecuador,Claude,alucinacion,v2_fixed_system_prompt,3
97,ecuador,Claude,alucinacion,v2_fixed_system_prompt,3
98,ecuador,Claude,parcial,v2_fixed_system_prompt,3
99,ecuador,Claude,parcial,v2_fixed_system_prompt,3
100,ecuador,Claude,alucinacion,v2_fixed_system_prompt,3
101,ecuador,Claude,correcta,v2_fixed_system_prompt,3
102,ecuador,Claude,parcial,v2_fixed_system_prompt,3
103,ecuador,Claude,abstencion,v2_fixed_system_prompt,3
104,ecuador,Claude,parcial,v2_fixed_system_prompt,3
105,el salvador,Claude,alucinacion,v2_fixed_system_prompt,3
106,el salvador,Claude,parcial,v2_fixed_system_prompt,3
107,el salvador,Claude,parcial,v2_fixed_system_prompt,3
108,el salvador,Claude,parcial,v2_fixed_system_prompt,3
109,el salvador,Claude,correcta,v2_fixed_system_prompt,3
110,el salvador,Claude,alucinacion,v2_fixed_system_prompt,3
111,el salvador,Claude,parcial,v2_fixed_system_prompt,3
112,el salvador,Claude,correcta,v2_fixed_system_prompt,3
113,el salvador,Claude,parcial,v2_fixed_system_prompt,3
114,el salvador,Claude,alucinacion,v2_fixed_system_prompt,3
115,el salvador,Claude,parcial,v2_fixed_system_prompt,3
116,el salvador,Claude,abstencion,v2_fixed_system_prompt,3
117,el salvador,Claude,parcial,v2_fixed_system_prompt,3
118,el salvador,Claude,correcta,v2_fixed_system_prompt,3
119,el salvador,Claude,parcial,v2_fixed_system_prompt,3
120,guatemala,Claude,parcial,v2_fixed_system_prompt,3
121,guatemala,Claude,alucinacion,v2_fixed_system_prompt,3
122,guatemala,Claude,alucinacion,v2_fixed_system_prompt,3
123,guatemala,Claude,alucinacion,v2_fixed_system_prompt,3
124,guatemala,Claude,correcta,v2_fixed_system_prompt,3
125,guatemala,Claude,alucinacion,v2_fixed_system_prompt,3
126,guatemala,Claude,parcial,v2_fixed_system_prompt,3
127,guatemala,Claude,parcial,v2_fixed_system_prompt,3
128,guatemala,Claude,alucinacion,v2_fixed_system_prompt,3
129,guatemala,Claude,parcial,v2_fixed_system_prompt,3
130,guatemala,Claude,alucinacion,v2_fixed_system_prompt,3
131,guatemala,Claude,parcial,v2_fixed_system_prompt,3
132,guatemala,Claude,parcial,v2_fixed_system_prompt,3
133,guatemala,Claude,parcial,v2_fixed_system_prompt,3
134,guatemala,Claude,correcta,v2_fixed_system_prompt,3
135,honduras,Claude,parcial,v2_fixed_system_prompt,3
136,honduras,Claude,alucinacion,v2_fixed_system_prompt,3
137,honduras,Claude,alucinacion,v2_fixed_system_prompt,3
138,honduras,Claude,abstencion,v2_fixed_system_prompt,3
139,honduras,Claude,parcial,v2_fixed_system_prompt,3
140,honduras,Claude,alucinacion,v2_fixed_system_prompt,3
141,honduras,Claude,abstencion,v2_fixed_system_prompt,3
142,honduras,Claude,parcial,v2_fixed_system_prompt,3
143,honduras,Claude,parcial,v2_fixed_system_prompt,3
144,honduras,Claude,alucinacion,v2_fixed_system_prompt,3
145,honduras,Claude,alucinacion,v2_fixed_system_prompt,3
146,honduras,Claude,alucinacion,v2_fixed_system_prompt,3
147,honduras,Claude,abstencion,v2_fixed_system_prompt,3
148,honduras,Claude,correcta,v2_fixed_system_prompt,3
149,honduras,Claude,alucinacion,v2_fixed_system_prompt,3
150,mexico,Claude,parcial,v2_fixed_system_prompt,3
151,mexico,Claude,alucinacion,v2_fixed_system_prompt,3
152,mexico,Claude,parcial,v2_fixed_system_prompt,3
153,mexico,Claude,alucinacion,v2_fixed_system_prompt,3
154,mexico,Claude,correcta,v2_fixed_system_prompt,3
155,mexico,Claude,parcial,v2_fixed_system_prompt,3
156,mexico,Claude,parcial,v2_fixed_system_prompt,3
157,mexico,Claude,correcta,v2_fixed_system_prompt,3
158,mexico,Claude,parcial,v2_fixed_system_prompt,3
159,mexico,Claude,abstencion,v2_fixed_system_prompt,3
160,mexico,Claude,correcta,v2_fixed_system_prompt,3
161,mexico,Claude,abstencion,v2_fixed_system_prompt,3
162,mexico,Claude,correcta,v2_fixed_system_prompt,3
163,mexico,Claude,alucinacion,v2_fixed_system_prompt,3
164,mexico,Claude,abstencion,v2_fixed_system_prompt,3
165,nicaragua,Claude,correcta,v2_fixed_system_prompt,3
166,nicaragua,Claude,parcial,v2_fixed_system_prompt,3
167,nicaragua,Claude,alucinacion,v2_fixed_system_prompt,3
168,nicaragua,Claude,alucinacion,v2_fixed_system_prompt,3
169,nicaragua,Claude,parcial,v2_fixed_system_prompt,3
170,nicaragua,Claude,alucinacion,v2_fixed_system_prompt,3
171,nicaragua,Claude,parcial,v2_fixed_system_prompt,3
172,nicaragua,Claude,correcta,v2_fixed_system_prompt,3
173,nicaragua,Claude,correcta,v2_fixed_system_prompt,3
174,nicaragua,Claude,abstencion,v2_fixed_system_prompt,3
175,nicaragua,Claude,abstencion,v2_fixed_system_prompt,3
176,nicaragua,Claude,abstencion,v2_fixed_system_prompt,3
177,nicaragua,Claude,correcta,v2_fixed_system_prompt,3
178,nicaragua,Claude,abstencion,v2_fixed_system_prompt,3
179,nicaragua,Claude,parcial,v2_fixed_system_prompt,3
180,panama,Claude,parcial,v2_fixed_system_prompt,3
181,panama,Claude,parcial,v2_fixed_system_prompt,3
182,panama,Claude,parcial,v2_fixed_system_prompt,3
183,panama,Claude,abstencion,v2_fixed_system_prompt,3
184,panama,Claude,correcta,v2_fixed_system_prompt,3
185,panama,Claude,alucinacion,v2_fixed_system_prompt,3
186,panama,Claude,abstencion,v2_fixed_system_prompt,3
187,panama,Claude,abstencion,v2_fixed_system_prompt,3
188,panama,Claude,alucinacion,v2_fixed_system_prompt,3
189,panama,Claude,parcial,v2_fixed_system_prompt,3
190,panama,Claude,alucinacion,v2_fixed_system_prompt,3
191,panama,Claude,parcial,v2_fixed_system_prompt,3
