interseccion,mae,n_preguntas,confiable,nota,mae_ci_lower,mae_ci_upper,mae_margin,method,config,group_level
honduras_geography_INTERMEDIA,0.6972614526748657,1,False,muestra insuficiente — no interpretar como tendencia,0.6972614526748657,0.6972614526748657,0.0,GPT,CHOCLO,interseccion
venezuela_fauna_DIFÍCIL,0.6897110641002655,1,False,muestra insuficiente — no interpretar como tendencia,0.6897110641002655,0.6897110641002655,0.0,GPT,CHOCLO,interseccion
guatemala_tradition_FÁCIL,0.6896605491638184,1,False,muestra insuficiente — no interpretar como tendencia,0.6896605491638184,0.6896605491638184,0.0,GPT,CHOCLO,interseccion
costa rica_fauna_FÁCIL,0.6858135461807251,1,False,muestra insuficiente — no interpretar como tendencia,0.6858135461807251,0.6858135461807251,0.0,GPT,CHOCLO,interseccion
nicaragua_fauna_DIFÍCIL,0.6808691024780273,1,False,muestra insuficiente — no interpretar como tendencia,0.6808691024780273,0.6808691024780273,0.0,GPT,CHOCLO,interseccion
honduras_dish_INTERMEDIA,0.6801910996437073,1,False,muestra insuficiente — no interpretar como tendencia,0.6801910996437073,0.6801910996437073,0.0,GPT,CHOCLO,interseccion
guatemala_geography_FÁCIL,0.679349958896637,1,False,muestra insuficiente — no interpretar como tendencia,0.679349958896637,0.679349958896637,0.0,GPT,CHOCLO,interseccion
guatemala_flora_DIFÍCIL,0.6712128818035126,1,False,muestra insuficiente — no interpretar como tendencia,0.6712128818035126,0.6712128818035126,0.0,GPT,CHOCLO,interseccion
chile_dish_INTERMEDIA,0.6710196435451508,1,False,muestra insuficiente — no interpretar como tendencia,0.6710196435451508,0.6710196435451508,0.0,GPT,CHOCLO,interseccion
guatemala_fauna_DIFÍCIL,0.6707737743854523,1,False,muestra insuficiente — no interpretar como tendencia,0.6707737743854523,0.6707737743854523,0.0,GPT,CHOCLO,interseccion
el salvador_dish_DIFÍCIL,0.6707202196121216,1,False,muestra insuficiente — no interpretar como tendencia,0.6707202196121216,0.6707202196121216,0.0,GPT,CHOCLO,interseccion
argentina_tradition_FÁCIL,0.6662606000900269,1,False,muestra insuficiente — no interpretar como tendencia,0.6662606000900269,0.6662606000900269,0.0,GPT,CHOCLO,interseccion
paraguay_tradition_DIFÍCIL,0.6639901101589203,1,False,muestra insuficiente — no interpretar como tendencia,0.6639901101589203,0.6639901101589203,0.0,GPT,CHOCLO,interseccion
costa rica_geography_FÁCIL,0.6542949080467224,1,False,muestra insuficiente — no interpretar como tendencia,0.6542949080467224,0.6542949080467224,0.0,GPT,CHOCLO,interseccion
guatemala_tradition_INTERMEDIA,0.6439693868160248,1,False,muestra insuficiente — no interpretar como tendencia,0.6439693868160248,0.6439693868160248,0.0,GPT,CHOCLO,interseccion
peru_fauna_INTERMEDIA,0.6378526985645294,1,False,muestra insuficiente — no interpretar como tendencia,0.6378526985645294,0.6378526985645294,0.0,GPT,CHOCLO,interseccion
argentina_tradition_DIFÍCIL,0.6335998773574829,1,False,muestra insuficiente — no interpretar como tendencia,0.6335998773574829,0.6335998773574829,0.0,GPT,CHOCLO,interseccion
mexico_object_DIFÍCIL,0.6335660815238953,1,False,muestra insuficiente — no interpretar como tendencia,0.6335660815238953,0.6335660815238953,0.0,GPT,CHOCLO,interseccion
colombia_dish_INTERMEDIA,0.632157564163208,1,False,muestra insuficiente — no interpretar como tendencia,0.632157564163208,0.632157564163208,0.0,GPT,CHOCLO,interseccion
peru_fauna_FÁCIL,0.6293514370918274,1,False,muestra insuficiente — no interpretar como tendencia,0.6293514370918274,0.6293514370918274,0.0,GPT,CHOCLO,interseccion
uruguay_tradition_DIFÍCIL,0.6278875172138214,1,False,muestra insuficiente — no interpretar como tendencia,0.6278875172138214,0.6278875172138214,0.0,GPT,CHOCLO,interseccion
venezuela_geography_DIFÍCIL,0.6262117624282837,1,False,muestra insuficiente — no interpretar como tendencia,0.6262117624282837,0.6262117624282837,0.0,GPT,CHOCLO,interseccion
ecuador_fauna_INTERMEDIA,0.6243075430393219,1,False,muestra insuficiente — no interpretar como tendencia,0.6243075430393219,0.6243075430393219,0.0,GPT,CHOCLO,interseccion
uruguay_dish_INTERMEDIA,0.6199052929878235,1,False,muestra insuficiente — no interpretar como tendencia,0.6199052929878235,0.6199052929878235,0.0,GPT,CHOCLO,interseccion
nicaragua_geography_INTERMEDIA,0.6193978488445282,1,False,muestra insuficiente — no interpretar como tendencia,0.6193978488445282,0.6193978488445282,0.0,GPT,CHOCLO,interseccion
republica dominicana_geography_FÁCIL,0.6188505291938782,1,False,muestra insuficiente — no interpretar como tendencia,0.6188505291938782,0.6188505291938782,0.0,GPT,CHOCLO,interseccion
argentina_dish_DIFÍCIL,0.618537962436676,1,False,muestra insuficiente — no interpretar como tendencia,0.618537962436676,0.618537962436676,0.0,GPT,CHOCLO,interseccion
nicaragua_flora_INTERMEDIA,0.6174644827842712,1,False,muestra insuficiente — no interpretar como tendencia,0.6174644827842712,0.6174644827842712,0.0,GPT,CHOCLO,interseccion
el salvador_dish_INTERMEDIA,0.6171940863132477,1,False,muestra insuficiente — no interpretar como tendencia,0.6171940863132477,0.6171940863132477,0.0,GPT,CHOCLO,interseccion
paraguay_tradition_INTERMEDIA,0.6122685670852661,1,False,muestra insuficiente — no interpretar como tendencia,0.6122685670852661,0.6122685670852661,0.0,GPT,CHOCLO,interseccion
chile_public_figure_FÁCIL,0.6056753695011139,1,False,muestra insuficiente — no interpretar como tendencia,0.6056753695011139,0.6056753695011139,0.0,GPT,CHOCLO,interseccion
guatemala_geography_DIFÍCIL,0.6050068140029907,1,False,muestra insuficiente — no interpretar como tendencia,0.6050068140029907,0.6050068140029907,0.0,GPT,CHOCLO,interseccion
chile_public_figure_DIFÍCIL,0.6035430431365967,1,False,muestra insuficiente — no interpretar como tendencia,0.6035430431365967,0.6035430431365967,0.0,GPT,CHOCLO,interseccion
peru_geography_FÁCIL,0.6027755439281464,1,False,muestra insuficiente — no interpretar como tendencia,0.6027755439281464,0.6027755439281464,0.0,GPT,CHOCLO,interseccion
mexico_tradition_FÁCIL,0.6002349257469177,1,False,muestra insuficiente — no interpretar como tendencia,0.6002349257469177,0.6002349257469177,0.0,GPT,CHOCLO,interseccion
chile_geography_INTERMEDIA,0.5982305109500885,1,False,muestra insuficiente — no interpretar como tendencia,0.5982305109500885,0.5982305109500885,0.0,GPT,CHOCLO,interseccion
el salvador_geography_INTERMEDIA,0.5958352386951447,1,False,muestra insuficiente — no interpretar como tendencia,0.5958352386951447,0.5958352386951447,0.0,GPT,CHOCLO,interseccion
nicaragua_dish_FÁCIL,0.595380425453186,1,False,muestra insuficiente — no interpretar como tendencia,0.595380425453186,0.595380425453186,0.0,GPT,CHOCLO,interseccion
cuba_flora_DIFÍCIL,0.5945754647254944,1,False,muestra insuficiente — no interpretar como tendencia,0.5945754647254944,0.5945754647254944,0.0,GPT,CHOCLO,interseccion
nicaragua_geography_DIFÍCIL,0.5923537015914917,1,False,muestra insuficiente — no interpretar como tendencia,0.5923537015914917,0.5923537015914917,0.0,GPT,CHOCLO,interseccion
colombia_tradition_DIFÍCIL,0.5920173525810242,1,False,muestra insuficiente — no interpretar como tendencia,0.5920173525810242,0.5920173525810242,0.0,GPT,CHOCLO,interseccion
guatemala_flora_INTERMEDIA,0.5918934941291809,1,False,muestra insuficiente — no interpretar como tendencia,0.5918934941291809,0.5918934941291809,0.0,GPT,CHOCLO,interseccion
honduras_geography_DIFÍCIL,0.5914426445960999,1,False,muestra insuficiente — no interpretar como tendencia,0.5914426445960999,0.5914426445960999,0.0,GPT,CHOCLO,interseccion
venezuela_tradition_FÁCIL,0.5913335680961609,1,False,muestra insuficiente — no interpretar como tendencia,0.5913335680961609,0.5913335680961609,0.0,GPT,CHOCLO,interseccion
costa rica_flora_INTERMEDIA,0.5893595814704895,1,False,muestra insuficiente — no interpretar como tendencia,0.5893595814704895,0.5893595814704895,0.0,GPT,CHOCLO,interseccion
colombia_public_figure_INTERMEDIA,0.5892423689365387,1,False,muestra insuficiente — no interpretar como tendencia,0.5892423689365387,0.5892423689365387,0.0,GPT,CHOCLO,interseccion
ecuador_tradition_DIFÍCIL,0.5891926288604736,1,False,muestra insuficiente — no interpretar como tendencia,0.5891926288604736,0.5891926288604736,0.0,GPT,CHOCLO,interseccion
argentina_flora_INTERMEDIA,0.5883449912071228,1,False,muestra insuficiente — no interpretar como tendencia,0.5883449912071228,0.5883449912071228,0.0,GPT,CHOCLO,interseccion
argentina_fauna_DIFÍCIL,0.5858869552612305,1,False,muestra insuficiente — no interpretar como tendencia,0.5858869552612305,0.5858869552612305,0.0,GPT,CHOCLO,interseccion
ecuador_fauna_DIFÍCIL,0.5830776393413544,1,False,muestra insuficiente — no interpretar como tendencia,0.5830776393413544,0.5830776393413544,0.0,GPT,CHOCLO,interseccion
argentina_flora_DIFÍCIL,0.5805619359016418,1,False,muestra insuficiente — no interpretar como tendencia,0.5805619359016418,0.5805619359016418,0.0,GPT,CHOCLO,interseccion
cuba_dish_DIFÍCIL,0.5785828232765198,1,False,muestra insuficiente — no interpretar como tendencia,0.5785828232765198,0.5785828232765198,0.0,GPT,CHOCLO,interseccion
argentina_fauna_INTERMEDIA,0.5723890960216522,1,False,muestra insuficiente — no interpretar como tendencia,0.5723890960216522,0.5723890960216522,0.0,GPT,CHOCLO,interseccion
bolivia_public_figure_INTERMEDIA,0.5709664225578308,1,False,muestra insuficiente — no interpretar como tendencia,0.5709664225578308,0.5709664225578308,0.0,GPT,CHOCLO,interseccion
panama_geography_DIFÍCIL,0.5691814422607422,1,False,muestra insuficiente — no interpretar como tendencia,0.5691814422607422,0.5691814422607422,0.0,GPT,CHOCLO,interseccion
honduras_flora_FÁCIL,0.5651294589042664,1,False,muestra insuficiente — no interpretar como tendencia,0.5651294589042664,0.5651294589042664,0.0,GPT,CHOCLO,interseccion
republica dominicana_object_DIFÍCIL,0.563427209854126,1,False,muestra insuficiente — no interpretar como tendencia,0.563427209854126,0.563427209854126,0.0,GPT,CHOCLO,interseccion
ecuador_tradition_INTERMEDIA,0.5634015798568726,1,False,muestra insuficiente — no interpretar como tendencia,0.5634015798568726,0.5634015798568726,0.0,GPT,CHOCLO,interseccion
bolivia_dish_INTERMEDIA,0.5626092553138733,1,False,muestra insuficiente — no interpretar como tendencia,0.5626092553138733,0.5626092553138733,0.0,GPT,CHOCLO,interseccion
paraguay_object_FÁCIL,0.5615946054458618,1,False,muestra insuficiente — no interpretar como tendencia,0.5615946054458618,0.5615946054458618,0.0,GPT,CHOCLO,interseccion
republica dominicana_object_FÁCIL,0.5610568225383759,1,False,muestra insuficiente — no interpretar como tendencia,0.5610568225383759,0.5610568225383759,0.0,GPT,CHOCLO,interseccion
chile_flora_INTERMEDIA,0.559383898973465,1,False,muestra insuficiente — no interpretar como tendencia,0.559383898973465,0.559383898973465,0.0,GPT,CHOCLO,interseccion
panama_tradition_DIFÍCIL,0.5584619343280792,1,False,muestra insuficiente — no interpretar como tendencia,0.5584619343280792,0.5584619343280792,0.0,GPT,CHOCLO,interseccion
venezuela_dish_FÁCIL,0.5540599822998047,1,False,muestra insuficiente — no interpretar como tendencia,0.5540599822998047,0.5540599822998047,0.0,GPT,CHOCLO,interseccion
venezuela_fauna_INTERMEDIA,0.5522732734680176,1,False,muestra insuficiente — no interpretar como tendencia,0.5522732734680176,0.5522732734680176,0.0,GPT,CHOCLO,interseccion
republica dominicana_flora_DIFÍCIL,0.5506426095962524,1,False,muestra insuficiente — no interpretar como tendencia,0.5506426095962524,0.5506426095962524,0.0,GPT,CHOCLO,interseccion
paraguay_flora_DIFÍCIL,0.5502851009368896,1,False,muestra insuficiente — no interpretar como tendencia,0.5502851009368896,0.5502851009368896,0.0,GPT,CHOCLO,interseccion
colombia_dish_FÁCIL,0.5480026006698608,1,False,muestra insuficiente — no interpretar como tendencia,0.5480026006698608,0.5480026006698608,0.0,GPT,CHOCLO,interseccion
costa rica_tradition_FÁCIL,0.5477050840854645,1,False,muestra insuficiente — no interpretar como tendencia,0.5477050840854645,0.5477050840854645,0.0,GPT,CHOCLO,interseccion
paraguay_dish_INTERMEDIA,0.545604944229126,1,False,muestra insuficiente — no interpretar como tendencia,0.545604944229126,0.545604944229126,0.0,GPT,CHOCLO,interseccion
cuba_dish_INTERMEDIA,0.5455154478549957,1,False,muestra insuficiente — no interpretar como tendencia,0.5455154478549957,0.5455154478549957,0.0,GPT,CHOCLO,interseccion
chile_flora_DIFÍCIL,0.5389057099819183,1,False,muestra insuficiente — no interpretar como tendencia,0.5389057099819183,0.5389057099819183,0.0,GPT,CHOCLO,interseccion
panama_tradition_FÁCIL,0.5380850732326508,1,False,muestra insuficiente — no interpretar como tendencia,0.5380850732326508,0.5380850732326508,0.0,GPT,CHOCLO,interseccion
republica dominicana_geography_DIFÍCIL,0.5348696410655975,1,False,muestra insuficiente — no interpretar como tendencia,0.5348696410655975,0.5348696410655975,0.0,GPT,CHOCLO,interseccion
peru_dish_DIFÍCIL,0.5341259837150574,1,False,muestra insuficiente — no interpretar como tendencia,0.5341259837150574,0.5341259837150574,0.0,GPT,CHOCLO,interseccion
peru_geography_DIFÍCIL,0.5334452986717224,1,False,muestra insuficiente — no interpretar como tendencia,0.5334452986717224,0.5334452986717224,0.0,GPT,CHOCLO,interseccion
uruguay_flora_INTERMEDIA,0.5332024097442627,1,False,muestra insuficiente — no interpretar como tendencia,0.5332024097442627,0.5332024097442627,0.0,GPT,CHOCLO,interseccion
republica dominicana_dish_DIFÍCIL,0.532783031463623,1,False,muestra insuficiente — no interpretar como tendencia,0.532783031463623,0.532783031463623,0.0,GPT,CHOCLO,interseccion
paraguay_geography_FÁCIL,0.5269289016723633,1,False,muestra insuficiente — no interpretar como tendencia,0.5269289016723633,0.5269289016723633,0.0,GPT,CHOCLO,interseccion
bolivia_dish_DIFÍCIL,0.5240068733692169,1,False,muestra insuficiente — no interpretar como tendencia,0.5240068733692169,0.5240068733692169,0.0,GPT,CHOCLO,interseccion
el salvador_tradition_DIFÍCIL,0.5239942371845245,1,False,muestra insuficiente — no interpretar como tendencia,0.5239942371845245,0.5239942371845245,0.0,GPT,CHOCLO,interseccion
uruguay_geography_INTERMEDIA,0.5228890776634216,1,False,muestra insuficiente — no interpretar como tendencia,0.5228890776634216,0.5228890776634216,0.0,GPT,CHOCLO,interseccion
paraguay_dish_FÁCIL,0.5211014151573181,1,False,muestra insuficiente — no interpretar como tendencia,0.5211014151573181,0.5211014151573181,0.0,GPT,CHOCLO,interseccion
cuba_fauna_DIFÍCIL,0.5201572775840759,1,False,muestra insuficiente — no interpretar como tendencia,0.5201572775840759,0.5201572775840759,0.0,GPT,CHOCLO,interseccion
chile_dish_DIFÍCIL,0.517875075340271,1,False,muestra insuficiente — no interpretar como tendencia,0.517875075340271,0.517875075340271,0.0,GPT,CHOCLO,interseccion
honduras_fauna_DIFÍCIL,0.516167163848877,1,False,muestra insuficiente — no interpretar como tendencia,0.516167163848877,0.516167163848877,0.0,GPT,CHOCLO,interseccion
el salvador_flora_DIFÍCIL,0.5149243772029877,1,False,muestra insuficiente — no interpretar como tendencia,0.5149243772029877,0.5149243772029877,0.0,GPT,CHOCLO,interseccion
ecuador_flora_DIFÍCIL,0.5142948031425476,1,False,muestra insuficiente — no interpretar como tendencia,0.5142948031425476,0.5142948031425476,0.0,GPT,CHOCLO,interseccion
peru_flora_DIFÍCIL,0.5139841437339783,1,False,muestra insuficiente — no interpretar como tendencia,0.5139841437339783,0.5139841437339783,0.0,GPT,CHOCLO,interseccion
el salvador_geography_DIFÍCIL,0.51332026720047,1,False,muestra insuficiente — no interpretar como tendencia,0.51332026720047,0.51332026720047,0.0,GPT,CHOCLO,interseccion
peru_dish_FÁCIL,0.5089639127254486,1,False,muestra insuficiente — no interpretar como tendencia,0.5089639127254486,0.5089639127254486,0.0,GPT,CHOCLO,interseccion
cuba_geography_FÁCIL,0.5016290247440338,1,False,muestra insuficiente — no interpretar como tendencia,0.5016290247440338,0.5016290247440338,0.0,GPT,CHOCLO,interseccion
guatemala_geography_INTERMEDIA,0.4983537197113037,1,False,muestra insuficiente — no interpretar como tendencia,0.4983537197113037,0.4983537197113037,0.0,GPT,CHOCLO,interseccion
honduras_geography_FÁCIL,0.4975605607032776,1,False,muestra insuficiente — no interpretar como tendencia,0.4975605607032776,0.4975605607032776,0.0,GPT,CHOCLO,interseccion
venezuela_object_FÁCIL,0.497431218624115,1,False,muestra insuficiente — no interpretar como tendencia,0.497431218624115,0.497431218624115,0.0,GPT,CHOCLO,interseccion
chile_tradition_DIFÍCIL,0.49623972177505493,1,False,muestra insuficiente — no interpretar como tendencia,0.49623972177505493,0.49623972177505493,0.0,GPT,CHOCLO,interseccion
nicaragua_flora_FÁCIL,0.4959721565246582,1,False,muestra insuficiente — no interpretar como tendencia,0.4959721565246582,0.4959721565246582,0.0,GPT,CHOCLO,interseccion
republica dominicana_flora_INTERMEDIA,0.4916161298751831,1,False,muestra insuficiente — no interpretar como tendencia,0.4916161298751831,0.4916161298751831,0.0,GPT,CHOCLO,interseccion
guatemala_tradition_DIFÍCIL,0.48881494998931885,1,False,muestra insuficiente — no interpretar como tendencia,0.48881494998931885,0.48881494998931885,0.0,GPT,CHOCLO,interseccion
mexico_object_INTERMEDIA,0.48798733949661255,1,False,muestra insuficiente — no interpretar como tendencia,0.48798733949661255,0.48798733949661255,0.0,GPT,CHOCLO,interseccion
